Title,Company,Location,Salary,Summary
"Data Scientist II, Premier Agent",Zillow,Washington State•Remote,"$107,800 - $172,200 a year",Work with engineering teams to improve data collection procedures to ensure integrity and quality of the data.
"Senior Data Scientist, Rich Media Experiences",Zillow,Washington State•Remote,"$127,100 - $203,000 a year","Bachelor in Mathematics, Statistics, Engineering, or another field related to data science.Design and build data automation (ETL) to convert production system…"
"Associate, Data and Analytic Modeler",KPMG,"Seattle, WA 98101 (Downtown area)",,"Broad, versatile knowledge of analytics and data science landscape, combined with strong business consulting acumen, enabling the identification, design and…"
Data Scientist - SQL/Tableau,Ursus,"Seattle, WA 98109 (Westlake area)",,"Experienced in either programming languages such as Python and/or R, big data tools such as Hadoop, or data visualization tools such as Tableau."
Senior Data Scientist,Zillow,Washington State•Remote,"$127,100 - $203,000 a year",5+ years of work experience involving quantitative data analysis and sophisticated problem solving.You’ll use our wealth of internal and external data sources…
Data Scientist - Big Data,Ursus,"Seattle, WA 98109 (Westlake area)",,"Experienced in either programming languages such as Python and/or R, big data tools such as Hadoop, or data visualization tools such as Tableau."
"Graduate Data Science, Analyst I - August 2022 - Seattle",Expedia.com,"Seattle, WA 98119 (Queen Anne area)",,You'll become a data specialist and the point of contact for data questions and insights.You'll make use of data visualization principles.
Data Scientist,Disney Media & Entertainment Distribution,"Seattle, WA",,"Design, develop, or improve new user-friendly web applications supporting data science products, contributing to our vision for a “one-stop shop” forecasting…"
Data Analyst,Epitec,"Bellevue, WA 98004 (Downtown area)•Temporarily Remote",$75 - $90 an hour,"Design, implement, automate and maintain large scale enterprise data ETL processes.Bachelor's degree in a technical field such as computer science, computer…"
"Product Ops Data Analyst, Tableau",Salesforce,"Seattle, WA","$86,000 a year","Analyze and integrate complex data coming in from multiple disparate sources; Use SQL to create published data sources that enable you, your stakeholders, and…"
Early Careers: Data Science Launch,Aon Corporation,"Bellevue, WA 98004 (Northwest Bellevue area)•Remote",,"Undergrad with significant computer science, data engineering, and quantitative coursework.ETL experience including data cleaning and preparation for modeling."
Data Science Manager (Analytics),Textio,"Seattle, WA 98104•Remote",,Have experience developing and leading collaborative data science teams.Have proven experience building analytics/BI solutions that synthesize data from…
Senior Business Intelligence Engineer - People Data (Remote...,Redfin,"Seattle, WA•Remote",,"Partner with other BIEs and Data Engineering to collaborate on the design and build of a new data model for people data, transforming data from staging tables…"
Data Scientist 2,Expedia.com,"Seattle, WA 98119 (Queen Anne area)",,"3 years of data science and/or analytics professional experience translating complex data findings into clear insights through languages such as SQL, R and…"
Data Analyst,Renton Technical College,"Renton, WA 98056 (Sunset area)","$4,288 - $6,046 a month",Assist with data summit planning and contribute to the data presentations.Knowledge of data equity or willingness to engage in data equity professional…
Data Scientist - SQL/Tableau,Ursus,"Seattle, WA 98109 (Westlake area)",,"Experienced in either programming languages such as Python and/or R, big data tools such as Hadoop, or data visualization tools such as Tableau."
"Senior Data Scientist, Rich Media Experiences",Zillow,Washington State•Remote,"$127,100 - $203,000 a year","Bachelor in Mathematics, Statistics, Engineering, or another field related to data science.Design and build data automation (ETL) to convert production system…"
"Associate, Data and Analytic Modeler",KPMG,"Seattle, WA 98101 (Downtown area)",,"Broad, versatile knowledge of analytics and data science landscape, combined with strong business consulting acumen, enabling the identification, design and…"
Data Scientist - Big Data,Ursus,"Seattle, WA 98109 (Westlake area)",,"Experienced in either programming languages such as Python and/or R, big data tools such as Hadoop, or data visualization tools such as Tableau."
"Graduate Data Science, Analyst I - August 2022 - Seattle",Expedia.com,"Seattle, WA 98119 (Queen Anne area)",,You'll become a data specialist and the point of contact for data questions and insights.You'll make use of data visualization principles.
Enterprise Data Analyst,Vancouver Public Schools,"Vancouver, WA 98661 (Bagley Downs area)",$34.92 an hour,Job Description Primary Location Assessment & Performance Management Salary Range $34.92 / Hourly Rate Shift Type Day…
Data Analyst,Epitec,"Bellevue, WA 98004 (Downtown area)•Temporarily Remote",$75 - $90 an hour,"Design, implement, automate and maintain large scale enterprise data ETL processes.Bachelor's degree in a technical field such as computer science, computer…"
Data Scientist,Disney Media & Entertainment Distribution,"Seattle, WA",,"Design, develop, or improve new user-friendly web applications supporting data science products, contributing to our vision for a “one-stop shop” forecasting…"
"Product Ops Data Analyst, Tableau",Salesforce,"Seattle, WA","$86,000 a year","Analyze and integrate complex data coming in from multiple disparate sources; Use SQL to create published data sources that enable you, your stakeholders, and…"
Early Careers: Data Science Launch,Aon Corporation,"Bellevue, WA 98004 (Northwest Bellevue area)•Remote",,"Undergrad with significant computer science, data engineering, and quantitative coursework.ETL experience including data cleaning and preparation for modeling."
Data Science Manager (Analytics),Textio,"Seattle, WA 98104•Remote",,Have experience developing and leading collaborative data science teams.Have proven experience building analytics/BI solutions that synthesize data from…
Senior Business Intelligence Engineer - People Data (Remote...,Redfin,"Seattle, WA•Remote",,"Partner with other BIEs and Data Engineering to collaborate on the design and build of a new data model for people data, transforming data from staging tables…"
Data Scientist 2,Expedia.com,"Seattle, WA 98119 (Queen Anne area)",,"3 years of data science and/or analytics professional experience translating complex data findings into clear insights through languages such as SQL, R and…"
Data Analyst,Renton Technical College,"Renton, WA 98056 (Sunset area)","$4,288 - $6,046 a month",Assist with data summit planning and contribute to the data presentations.Knowledge of data equity or willingness to engage in data equity professional…
Data Analyst - Tiktok Ads,TikTok,"Seattle, WA",,"Expert experience pulling large and complex data using SQL and writing data pipelines.Work closely with key cross functional teams such as product managers,…"
"Senior Data Scientist, Rich Media Experiences",Zillow,Washington State•Remote,"$127,100 - $203,000 a year","Bachelor in Mathematics, Statistics, Engineering, or another field related to data science.Design and build data automation (ETL) to convert production system…"
"Associate, Data and Analytic Modeler",KPMG,"Seattle, WA 98101 (Downtown area)",,"Broad, versatile knowledge of analytics and data science landscape, combined with strong business consulting acumen, enabling the identification, design and…"
Data Scientist - SQL/Tableau,Ursus,"Seattle, WA 98109 (Westlake area)",,"Experienced in either programming languages such as Python and/or R, big data tools such as Hadoop, or data visualization tools such as Tableau."
